Timestamp,Electricity_General_Equipment_1,Electricity_General_Equipment_2,Electricity_General_Equipment_3,Electricity_Breakout_Equipment_1,Electricity_Breakout_Equipment_2,Electricity_Breakout_Equipment_3,Electricity_Quality_Equipment_1,Electricity_Quality_Equipment_2,Electricity_Quality_Equipment_3,Average_Temperature_Inside,Average_Temperature_Outside,Temperature_Breakout_Outside,Temperature_Breakout_Inside,Temperature_Quality_Inside,Temperature_Quality_Outside,Area_Inside_Room_Temperature,Area_Outside_Building_Temperature,Area_Inside_Room_Sensitivity,Area_Outside_Building_Sensitivity,Area_Quality_Inside,Area_Quality_Outside,Electricity_Usage_Equipment_1,Electricity_Usage_Equipment_2,Electricity_Usage_Equipment_3
1/1/2024 11:00,54.41124296,47.60983759,34.00702685,0,0,0,TRUE,TRUE,TRUE,13.24709339,8.831395592,0,0,FALSE,FALSE,13.24709339,8.831395592,722,386,TRUE,FALSE,359,469,152
1/1/2024 12:00,62.90354726,55.04060385,39.31471704,0,0,0,TRUE,TRUE,TRUE,13.85597792,9.237318614,0,0,FALSE,FALSE,13.85597792,9.237318614,404,702,TRUE,FALSE,172,191,352
1/1/2024 13:00,37.04063706,32.41055743,23.15039817,0,0,0,TRUE,TRUE,TRUE,11.86103845,7.90735897,0,0,TRUE,TRUE,11.86103845,7.90735897,224,902,TRUE,TRUE,397,108,218
1/1/2024 14:00,39.30098601,34.38836276,24.56311626,0,0,0,TRUE,TRUE,TRUE,12.5980821,8.398721402,0,0,TRUE,TRUE,12.5980821,8.398721402,546,472,TRUE,TRUE,410,198,135
1/1/2024 15:00,53.25254965,46.59598094,33.28284353,0,0,0,TRUE,TRUE,TRUE,14.30253123,9.535020821,0,0,TRUE,TRUE,14.30253123,9.535020821,225,47,TRUE,TRUE,243,173,316
1/1/2024 16:00,47.84602656,41.86527324,29.9037666,0,0,0,TRUE,TRUE,TRUE,16.32129268,10.88086179,0,0,TRUE,TRUE,16.32129268,10.88086179,198,560,TRUE,TRUE,345,213,139
1/1/2024 17:00,63.77096799,55.79959699,39.85685499,0,0,0,TRUE,TRUE,TRUE,7.334853689,4.889902459,0,0,TRUE,TRUE,7.334853689,4.889902459,34,88,TRUE,TRUE,256,50,207
1/1/2024 18:00,49.10371109,42.96574721,30.68981943,0,0,0,FALSE,FALSE,FALSE,12.09318168,8.062121122,0,0,TRUE,TRUE,12.09318168,8.062121122,13,159,FALSE,TRUE,388,459,221
1/1/2024 19:00,43.05235558,37.67081114,26.90772224,0,0,0,TRUE,TRUE,TRUE,13.84142638,9.227617588,0,0,FALSE,FALSE,13.84142638,9.227617588,511,182,TRUE,FALSE,319,277,302
1/1/2024 20:00,77.58778523,67.88931207,48.49236577,0,0,0,TRUE,TRUE,TRUE,10.44607169,6.964047791,0.25,0.25,TRUE,TRUE,10.44607169,6.964047791,215,341,TRUE,TRUE,213,460,228
1/1/2024 21:00,57.29068439,50.12934884,35.80667775,0,0,0,TRUE,TRUE,TRUE,18.3935089,12.26233926,0,0,TRUE,TRUE,18.3935089,12.26233926,656,536,TRUE,TRUE,462,186,228
1/1/2024 22:00,60.81033846,53.20904615,38.00646154,0,0,0,TRUE,TRUE,TRUE,11.29377036,7.52918024,0,0,TRUE,TRUE,11.29377036,7.52918024,767,132,TRUE,TRUE,73,121,392
1/1/2024 23:00,42.90302177,37.54014404,26.8143886,0,0,0,TRUE,TRUE,TRUE,13.07612194,8.717414626,0,0,TRUE,TRUE,13.07612194,8.717414626,968,664,TRUE,TRUE,328,69,480
1/2/2024 0:00,53.46740731,46.78398139,33.41712957,0,0,0,TRUE,TRUE,TRUE,14.86806629,9.912044194,0,0,TRUE,TRUE,14.86806629,9.912044194,827,392,TRUE,TRUE,263,125,234
1/2/2024 1:00,61.33107108,53.66468719,38.33191942,0,0,0,TRUE,TRUE,TRUE,11.42614563,7.617430422,0,0,TRUE,TRUE,11.42614563,7.617430422,531,470,TRUE,TRUE,195,101,426
1/2/2024 2:00,46.18807707,40.41456744,28.86754817,0,0,0,TRUE,TRUE,TRUE,7.660280857,5.106853904,0,0,TRUE,TRUE,7.660280857,5.106853904,676,211,TRUE,TRUE,53,411,490
1/2/2024 3:00,64.50837622,56.44482919,40.31773514,0,0,0,TRUE,TRUE,TRUE,11.91403642,7.942690946,0,0,TRUE,TRUE,11.91403642,7.942690946,331,39,TRUE,TRUE,499,161,259
1/2/2024 4:00,52.79233572,46.19329376,32.99520983,0,0,0,TRUE,TRUE,TRUE,16.28832167,10.85888111,0,0,TRUE,TRUE,16.28832167,10.85888111,867,639,TRUE,TRUE,363,325,339
1/2/2024 5:00,56.499675,49.43721563,35.31229688,0,0,0,FALSE,FALSE,FALSE,12.18931462,8.126209746,0,0,TRUE,TRUE,12.18931462,8.126209746,628,345,FALSE,TRUE,251,348,364
1/2/2024 6:00,52.77952065,46.18208057,32.98720041,0,0,0,TRUE,TRUE,TRUE,10.6606971,7.107131397,0,0,TRUE,TRUE,10.6606971,7.107131397,466,828,TRUE,TRUE,157,198,76
1/2/2024 7:00,82.22733821,71.94892094,51.39208638,0,0,0,TRUE,TRUE,TRUE,15.97701663,10.65134442,0,0,TRUE,TRUE,15.97701663,10.65134442,78,532,TRUE,TRUE,418,134,366
1/2/2024 8:00,59.8380333,52.35827914,37.39877081,0,0,0,TRUE,TRUE,TRUE,12.20767531,8.138450208,0,0,TRUE,TRUE,12.20767531,8.138450208,833,11,TRUE,TRUE,494,203,366
1/2/2024 9:00,47.30746885,41.39403525,29.56716803,0,0,0,TRUE,TRUE,TRUE,11.66951756,7.779678373,0,0,TRUE,TRUE,11.66951756,7.779678373,406,178,TRUE,TRUE,384,408,61
1/2/2024 10:00,69.87053895,61.13672158,43.66908684,0,0,0,TRUE,TRUE,TRUE,13.64836827,9.098912179,0,0,TRUE,TRUE,13.64836827,9.098912179,926,353,TRUE,TRUE,77,162,441
1/2/2024 11:00,45.3498762,39.68114168,28.34367263,0,0,0,TRUE,TRUE,TRUE,15.51225063,10.34150042,0,0,FALSE,FALSE,15.51225063,10.34150042,650,720,TRUE,FALSE,320,62,309
1/2/2024 12:00,62.50636314,54.69306775,39.06647696,0,0,0,TRUE,TRUE,TRUE,20.3451406,13.56342706,0,0,TRUE,TRUE,20.3451406,13.56342706,66,289,TRUE,TRUE,251,302,390
1/2/2024 13:00,36.48395851,31.9234637,22.80247407,0.5,0.3,0.2,TRUE,TRUE,TRUE,15.68170832,10.45447222,0,0,TRUE,TRUE,15.68170832,10.45447222,762,83,TRUE,TRUE,393,161,483
1/2/2024 14:00,44.06176741,38.55404649,27.53860463,0,0,0,TRUE,TRUE,TRUE,16.6795199,11.11967993,0,0,TRUE,TRUE,16.6795199,11.11967993,256,313,TRUE,TRUE,449,79,346
1/2/2024 15:00,62.36233483,54.56704298,38.97645927,0,0,0,TRUE,TRUE,TRUE,11.6821014,7.788067602,0,0,TRUE,TRUE,11.6821014,7.788067602,279,581,TRUE,TRUE,221,159,419
1/2/2024 16:00,68.86159896,60.25389909,43.03849935,0,0,0,TRUE,TRUE,TRUE,10.12239568,6.748263788,0,0,TRUE,TRUE,10.12239568,6.748263788,885,651,TRUE,TRUE,216,284,365
1/2/2024 17:00,62.05641937,54.29936695,38.78526211,0,0,0,TRUE,TRUE,TRUE,13.38699405,8.924662699,0,0,TRUE,TRUE,13.38699405,8.924662699,945,957,TRUE,TRUE,117,217,107
1/2/2024 18:00,58.61222061,51.28569303,36.63263788,0,0,0,TRUE,TRUE,TRUE,13.52150975,9.014339831,0,0,TRUE,TRUE,13.52150975,9.014339831,663,148,TRUE,TRUE,413,113,433
1/2/2024 19:00,56.38675565,49.3384112,35.24172228,0,0,0,TRUE,TRUE,TRUE,9.964461776,6.642974517,0,0,TRUE,TRUE,9.964461776,6.642974517,389,336,TRUE,TRUE,390,375,131
1/2/2024 20:00,42.25773612,36.9755191,26.41108507,0,0,0,TRUE,TRUE,TRUE,12.67411641,8.44941094,0,0,TRUE,TRUE,12.67411641,8.44941094,783,617,TRUE,TRUE,84,85,192
1/2/2024 21:00,51.3618695,44.94163581,32.10116844,0,0,0,TRUE,TRUE,TRUE,14.39795281,9.598635203,0,0,TRUE,TRUE,14.39795281,9.598635203,912,854,TRUE,TRUE,219,419,211
1/2/2024 22:00,54.47233475,47.6632929,34.04520922,0,0,0,TRUE,TRUE,TRUE,14.28118019,9.52078679,0,0,TRUE,TRUE,14.28118019,9.52078679,643,77,TRUE,TRUE,483,452,75
1/2/2024 23:00,72.68546671,63.59978338,45.4284167,0,0,0,TRUE,TRUE,TRUE,14.71286356,9.808575707,0,0,TRUE,TRUE,14.71286356,9.808575707,28,804,TRUE,TRUE,475,205,147
1/3/2024 0:00,64.12341947,56.10799204,40.07713717,0,0,0,TRUE,TRUE,TRUE,14.07289419,9.38192946,0,0,TRUE,TRUE,14.07289419,9.38192946,93,308,TRUE,TRUE,93,411,127
1/3/2024 1:00,38.84351814,33.98807837,24.27719883,0,0,0,TRUE,TRUE,TRUE,11.67897402,7.785982681,0,0,TRUE,TRUE,11.67897402,7.785982681,242,14,TRUE,TRUE,156,319,222
1/3/2024 2:00,63.88900763,55.90288168,39.93062977,0,0,0,TRUE,TRUE,TRUE,11.65829812,7.772198747,0,0,TRUE,TRUE,11.65829812,7.772198747,429,622,TRUE,TRUE,205,88,408
1/3/2024 3:00,55.37901264,48.45663606,34.6118829,0,0,0,TRUE,TRUE,TRUE,9.603145806,6.402097204,0,0,TRUE,TRUE,9.603145806,6.402097204,205,801,TRUE,TRUE,261,460,487
1/3/2024 4:00,51.876936,45.392319,32.423085,0.5,0.3,0.2,TRUE,TRUE,TRUE,18.55432512,12.36955008,0,0,TRUE,TRUE,18.55432512,12.36955008,319,846,TRUE,TRUE,394,323,314
1/3/2024 5:00,67.34011547,58.92260103,42.08757217,0,0,0,TRUE,TRUE,TRUE,13.24035109,8.826900729,0,0,TRUE,TRUE,13.24035109,8.826900729,561,599,TRUE,TRUE,170,303,422
1/3/2024 6:00,72.37199427,63.32549499,45.23249642,0,0,0,TRUE,TRUE,TRUE,12.52544083,8.350293888,0,0,TRUE,TRUE,12.52544083,8.350293888,981,352,TRUE,TRUE,365,145,420
1/3/2024 7:00,71.17536143,62.27844125,44.48460089,0,0,0,TRUE,TRUE,TRUE,10.41362376,6.942415837,0,0,TRUE,TRUE,10.41362376,6.942415837,735,186,TRUE,TRUE,468,384,315
1/3/2024 8:00,49.92938972,43.68821601,31.20586858,0,0,0,TRUE,TRUE,TRUE,22.00697371,14.6713158,0,0,TRUE,TRUE,22.00697371,14.6713158,143,532,TRUE,TRUE,490,473,259
1/3/2024 9:00,56.28945149,49.25327005,35.18090718,0,0,0,TRUE,TRUE,TRUE,9.980015903,6.653343936,0,0,TRUE,TRUE,9.980015903,6.653343936,850,473,TRUE,TRUE,419,415,448
1/3/2024 10:00,63.97516118,55.97826603,39.98447574,0,0,0,TRUE,TRUE,TRUE,11.91345622,7.942304149,0,0,TRUE,TRUE,11.91345622,7.942304149,902,661,TRUE,TRUE,200,140,179
1/3/2024 11:00,71.70654153,62.74322383,44.81658845,0,0,0,TRUE,TRUE,TRUE,14.44751051,9.631673673,0,0,TRUE,TRUE,14.44751051,9.631673673,227,750,TRUE,TRUE,253,224,377
1/3/2024 12:00,54.24990915,47.4686705,33.90619322,0,0,0,TRUE,TRUE,TRUE,15.0006389,10.00042593,0,0,TRUE,TRUE,15.0006389,10.00042593,327,539,TRUE,TRUE,303,364,493
1/3/2024 13:00,57.77209228,50.55058075,36.10755768,0,0,0,TRUE,TRUE,TRUE,16.07379617,10.71586411,0,0,TRUE,TRUE,16.07379617,10.71586411,570,153,TRUE,TRUE,237,304,303
1/3/2024 14:00,46.72398031,40.88348277,29.20248769,0,0,0,TRUE,TRUE,TRUE,18.62282552,12.41521702,0,0,TRUE,TRUE,18.62282552,12.41521702,864,351,TRUE,TRUE,322,263,379
1/3/2024 15:00,45.64552051,39.93983045,28.52845032,0,0,0,TRUE,TRUE,TRUE,14.71847297,9.812315311,0,0,TRUE,TRUE,14.71847297,9.812315311,819,321,TRUE,TRUE,471,127,98
1/3/2024 16:00,69.75030987,61.03152114,43.59394367,0,0,0,TRUE,TRUE,TRUE,10.0319076,6.6879384,0,0,TRUE,TRUE,10.0319076,6.6879384,362,573,TRUE,TRUE,220,127,246
1/3/2024 17:00,76.27488034,66.7405203,47.67180021,0,0,0,TRUE,TRUE,TRUE,12.42916462,8.28610975,0,0,TRUE,TRUE,12.42916462,8.28610975,170,437,TRUE,TRUE,188,148,301
1/3/2024 18:00,59.13587854,51.74389372,36.95992409,0,0,0,TRUE,TRUE,TRUE,14.12349712,9.415664745,0,0,TRUE,TRUE,14.12349712,9.415664745,509,830,TRUE,TRUE,74,294,78
1/3/2024 19:00,72.04239477,63.03709543,45.02649673,0,0,0,TRUE,TRUE,TRUE,19.40467812,12.93645208,0,0,TRUE,TRUE,19.40467812,12.93645208,353,207,TRUE,TRUE,442,180,477
1/3/2024 20:00,64.3396323,56.29717826,40.21227019,0,0,0,TRUE,TRUE,TRUE,9.006583565,6.004389043,0,0,TRUE,TRUE,9.006583565,6.004389043,192,326,TRUE,TRUE,313,392,212
1/3/2024 21:00,52.25856294,45.72624258,32.66160184,0,0,0,TRUE,TRUE,TRUE,16.80772952,11.20515301,0,0,TRUE,TRUE,16.80772952,11.20515301,521,410,TRUE,TRUE,145,59,340
1/3/2024 22:00,64.33674727,56.29465386,40.21046704,0,0,0,TRUE,TRUE,TRUE,13.73974311,9.159828739,0,0,TRUE,TRUE,13.73974311,9.159828739,653,413,TRUE,TRUE,285,498,66
1/3/2024 23:00,78.4564388,68.64938395,49.03527425,0,0,0,TRUE,TRUE,TRUE,15.71349161,10.47566107,0,0,TRUE,TRUE,15.71349161,10.47566107,924,953,TRUE,TRUE,309,304,212
1/4/2024 0:00,59.57008753,52.12382659,37.23130471,0,0,0,TRUE,TRUE,TRUE,12.89401585,8.596010567,0,0,TRUE,TRUE,12.89401585,8.596010567,226,305,TRUE,TRUE,354,186,328
1/4/2024 1:00,78.77572387,68.92875839,49.23482742,0,0,0,TRUE,TRUE,TRUE,10.67270211,7.11513474,0,0,TRUE,TRUE,10.67270211,7.11513474,28,622,TRUE,TRUE,161,417,337
1/4/2024 2:00,28.56305875,24.99267641,17.85191172,0,0,0,TRUE,TRUE,TRUE,15.45261834,10.30174556,0,0,TRUE,TRUE,15.45261834,10.30174556,10,516,TRUE,TRUE,493,104,64
1/4/2024 3:00,69.86283005,61.1299763,43.66426878,0,0,0,TRUE,TRUE,TRUE,15.16329308,10.10886205,0,0,TRUE,TRUE,15.16329308,10.10886205,375,306,TRUE,TRUE,134,456,159
1/4/2024 4:00,61.04456482,53.41399422,38.15285301,0,0,0,TRUE,TRUE,TRUE,16.1161709,10.74411393,0,0,TRUE,TRUE,16.1161709,10.74411393,994,472,TRUE,TRUE,414,57,470
1/4/2024 5:00,56.41191179,49.36042282,35.25744487,0,0,0,TRUE,TRUE,TRUE,13.16008609,8.773390729,0,0,TRUE,TRUE,13.16008609,8.773390729,405,508,TRUE,TRUE,306,443,391
1/4/2024 6:00,61.10112932,53.46348815,38.18820582,0,0,0,TRUE,TRUE,TRUE,11.40053393,7.600355953,0,0,TRUE,TRUE,11.40053393,7.600355953,135,400,TRUE,TRUE,418,170,164
1/4/2024 7:00,36.14917302,31.6305264,22.59323314,0,0,0,TRUE,TRUE,TRUE,8.523639015,5.68242601,0,0,TRUE,TRUE,8.523639015,5.68242601,219,37,TRUE,TRUE,52,434,246
1/4/2024 8:00,57.36393735,50.19344518,35.85246084,0,0,0,TRUE,TRUE,TRUE,15.6581198,10.43874654,0,0,TRUE,TRUE,15.6581198,10.43874654,245,735,TRUE,TRUE,144,133,142
1/4/2024 9:00,64.28535086,56.249682,40.17834429,0,0,0,TRUE,TRUE,TRUE,14.47166845,9.647778965,0,0,TRUE,TRUE,14.47166845,9.647778965,809,845,TRUE,TRUE,346,312,312
1/4/2024 10:00,77.73472854,68.01788747,48.58420534,0,0,0,TRUE,TRUE,TRUE,10.3026521,6.868434734,0,0,TRUE,TRUE,10.3026521,6.868434734,868,157,TRUE,TRUE,172,327,429
1/4/2024 11:00,53.78075738,47.05816271,33.61297336,0,0,0,TRUE,TRUE,TRUE,11.58427898,7.722852653,0,0,TRUE,TRUE,11.58427898,7.722852653,588,308,TRUE,TRUE,263,81,103
1/4/2024 12:00,50.29807677,44.01081717,31.43629798,0,0,0,TRUE,TRUE,TRUE,11.79972356,7.866482376,0,0,TRUE,TRUE,11.79972356,7.866482376,403,330,TRUE,TRUE,97,261,401
1/4/2024 13:00,53.97891548,47.23155104,33.73682217,0,0,0,TRUE,TRUE,TRUE,8.751046704,5.834031136,0,0,TRUE,TRUE,8.751046704,5.834031136,10,737,TRUE,TRUE,248,470,490
1/4/2024 14:00,70.98482541,62.11172224,44.36551588,0,0,0,TRUE,TRUE,TRUE,10.74695281,7.164635207,0,0,TRUE,TRUE,10.74695281,7.164635207,238,840,TRUE,TRUE,96,134,235
1/4/2024 15:00,63.94501332,55.95188665,39.96563332,0,0,0,TRUE,TRUE,TRUE,9.79850893,6.532339286,0,0,TRUE,TRUE,9.79850893,6.532339286,334,311,TRUE,TRUE,379,90,431
1/4/2024 16:00,53.64287755,46.93751786,33.52679847,0,0,0,TRUE,TRUE,TRUE,11.96256296,7.975041976,0,0,TRUE,TRUE,11.96256296,7.975041976,198,483,TRUE,TRUE,159,365,79
1/4/2024 17:00,66.1592092,57.88930805,41.34950575,0,0,0,TRUE,TRUE,TRUE,10.98390751,7.322605003,0,0,TRUE,TRUE,10.98390751,7.322605003,607,378,TRUE,TRUE,318,206,245
1/4/2024 18:00,61.16493059,53.51931427,38.22808162,0,0,0,TRUE,TRUE,TRUE,8.318985237,5.545990158,0,0,TRUE,TRUE,8.318985237,5.545990158,672,79,TRUE,TRUE,246,100,151
1/4/2024 19:00,71.62373989,62.6707724,44.76483743,0,0,0,TRUE,TRUE,TRUE,19.26777069,12.84518046,0,0,TRUE,TRUE,19.26777069,12.84518046,632,336,TRUE,TRUE,142,271,74
1/4/2024 20:00,51.57536287,45.12844251,32.2346018,0,0,0,TRUE,TRUE,TRUE,16.95762219,11.30508146,0,0,TRUE,TRUE,16.95762219,11.30508146,107,196,TRUE,TRUE,225,417,179
1/4/2024 21:00,56.06805424,49.05954746,35.0425339,0,0,0,TRUE,TRUE,TRUE,10.86294174,7.241961157,0,0,TRUE,TRUE,10.86294174,7.241961157,948,714,TRUE,TRUE,271,428,383
1/4/2024 22:00,55.29470216,48.38286439,34.55918885,0,0,0,TRUE,TRUE,TRUE,14.01726419,9.344842793,0,0,TRUE,TRUE,14.01726419,9.344842793,348,51,TRUE,TRUE,179,51,254
1/4/2024 23:00,42.43782062,37.13309304,26.52363789,0,0,0,TRUE,TRUE,TRUE,14.45239527,9.63493018,0,0,TRUE,TRUE,14.45239527,9.63493018,839,64,TRUE,TRUE,59,435,113
1/5/2024 0:00,63.55344332,55.60926291,39.72090208,0,0,0,TRUE,TRUE,TRUE,16.77325756,11.18217171,0,0,TRUE,TRUE,16.77325756,11.18217171,47,378,TRUE,TRUE,410,300,293
1/5/2024 1:00,63.13266327,55.24108036,39.45791454,0,0,0,TRUE,TRUE,TRUE,10.74418492,7.162789947,0,0,TRUE,TRUE,10.74418492,7.162789947,331,943,TRUE,TRUE,89,121,338
1/5/2024 2:00,60.06136148,52.55369129,37.53835092,0,0,0,TRUE,TRUE,TRUE,16.47632035,10.98421357,0,0,TRUE,TRUE,16.47632035,10.98421357,933,749,TRUE,TRUE,170,317,115
1/5/2024 3:00,57.1849544,50.0368351,35.7405965,0,0,0,TRUE,TRUE,TRUE,11.55628409,7.704189392,0,0,TRUE,TRUE,11.55628409,7.704189392,875,326,TRUE,TRUE,498,141,61
1/5/2024 4:00,43.0155511,37.63860721,26.88471943,0,0,0,TRUE,TRUE,TRUE,9.192412787,6.128275192,0,0,FALSE,FALSE,9.192412787,6.128275192,335,288,TRUE,FALSE,229,93,342
1/5/2024 5:00,54.95225613,48.08322411,34.34516008,0,0,0,TRUE,TRUE,TRUE,15.37240968,10.24827312,0,0,TRUE,TRUE,15.37240968,10.24827312,271,837,TRUE,TRUE,269,156,216
1/5/2024 6:00,55.8874258,48.90149758,34.92964113,0,0,0,TRUE,TRUE,TRUE,17.07227527,11.38151685,0,0,TRUE,TRUE,17.07227527,11.38151685,912,256,TRUE,TRUE,405,192,343
1/5/2024 7:00,50.37267277,44.07608867,31.48292048,0,0,0,TRUE,TRUE,TRUE,20.96372692,13.97581795,0,0,TRUE,TRUE,20.96372692,13.97581795,622,455,TRUE,TRUE,249,164,204
1/5/2024 8:00,58.06457146,50.80650003,36.29035716,0,0,0,TRUE,TRUE,TRUE,9.600824205,6.40054947,0,0,TRUE,TRUE,9.600824205,6.40054947,451,506,TRUE,TRUE,151,219,466
1/5/2024 9:00,64.84861028,56.742534,40.53038143,0,0,0,TRUE,TRUE,TRUE,15.29675906,10.19783937,0,0,TRUE,TRUE,15.29675906,10.19783937,555,429,TRUE,TRUE,487,374,79
1/5/2024 10:00,82.63423081,72.30495196,51.64639426,0,0,0,TRUE,TRUE,TRUE,11.97059627,7.980397512,0,0,TRUE,TRUE,11.97059627,7.980397512,844,412,TRUE,TRUE,159,188,299
1/5/2024 11:00,62.09493375,54.33306703,38.8093336,0,0,0,TRUE,TRUE,TRUE,15.55007613,10.36671742,0,0,TRUE,TRUE,15.55007613,10.36671742,660,690,TRUE,TRUE,167,190,142
1/5/2024 12:00,63.09060469,55.2042791,39.43162793,0,0,0,TRUE,TRUE,TRUE,8.788531346,5.859020898,0,0,TRUE,TRUE,8.788531346,5.859020898,697,684,TRUE,TRUE,464,342,266
1/5/2024 13:00,59.10664901,51.71831788,36.94165563,0,0,0,TRUE,TRUE,TRUE,9.411690673,6.274460449,0,0,TRUE,TRUE,9.411690673,6.274460449,136,589,TRUE,TRUE,399,90,393
1/5/2024 14:00,36.97474542,32.35290224,23.10921589,0,0,0,TRUE,TRUE,TRUE,10.87237553,7.248250354,0,0,TRUE,TRUE,10.87237553,7.248250354,866,993,TRUE,TRUE,224,152,190
1/5/2024 15:00,59.68183349,52.22160431,37.30114593,0,0,0,TRUE,TRUE,TRUE,13.43689214,8.957928091,0,0,TRUE,TRUE,13.43689214,8.957928091,288,738,TRUE,TRUE,462,90,362
1/5/2024 16:00,60.72276252,53.1324172,37.95172657,0,0,0,FALSE,FALSE,FALSE,11.2767562,7.517837467,0,0,TRUE,TRUE,11.2767562,7.517837467,761,114,FALSE,TRUE,83,488,105
1/5/2024 17:00,89.55890535,78.36404218,55.97431584,0,0,0,TRUE,TRUE,TRUE,15.17716303,10.11810869,0,0,TRUE,TRUE,15.17716303,10.11810869,331,966,TRUE,TRUE,168,137,78
1/5/2024 18:00,57.69166842,50.48020987,36.05729276,0,0,0,TRUE,TRUE,TRUE,16.28068385,10.85378924,0,0,TRUE,TRUE,16.28068385,10.85378924,224,326,TRUE,TRUE,144,238,198
1/5/2024 19:00,63.61856811,55.66624709,39.76160507,0,0,0,TRUE,TRUE,TRUE,14.99873262,9.999155082,0,0,TRUE,TRUE,14.99873262,9.999155082,27,204,TRUE,TRUE,297,416,307
1/5/2024 20:00,59.58345876,52.13552642,37.23966173,0,0,0,TRUE,TRUE,TRUE,18.05636292,12.03757528,0,0,TRUE,TRUE,18.05636292,12.03757528,965,311,TRUE,TRUE,333,428,333
1/5/2024 21:00,45.97586355,40.2288806,28.73491472,0,0,0,TRUE,TRUE,TRUE,14.44747989,9.631653259,0,0,TRUE,TRUE,14.44747989,9.631653259,754,928,TRUE,TRUE,298,340,428
1/5/2024 22:00,73.71387377,64.49963955,46.07117111,0,0,0,TRUE,TRUE,TRUE,9.549309869,6.366206579,0,0,TRUE,TRUE,9.549309869,6.366206579,635,857,TRUE,TRUE,434,482,411
1/5/2024 23:00,69.02319639,60.39529684,43.13949775,0,0,0,FALSE,FALSE,FALSE,17.29012954,11.52675303,0,0,TRUE,TRUE,17.29012954,11.52675303,4,925,FALSE,TRUE,249,207,119
1/6/2024 0:00,69.49238336,60.80583544,43.4327396,0,0,0,TRUE,TRUE,TRUE,11.38453129,7.589687529,0,0,TRUE,TRUE,11.38453129,7.589687529,837,730,TRUE,TRUE,331,152,336
1/6/2024 1:00,49.08735054,42.95143172,30.67959409,0,0,0,TRUE,TRUE,TRUE,15.9312555,10.620837,0,0,TRUE,TRUE,15.9312555,10.620837,641,41,TRUE,TRUE,485,411,310
