<<<<<<< HEAD
,Building,StreamID,Filename,strBrickLabel
31,A,8dabaecf_9062_40ab_9e67_e7ca9f8c6d32,trainAll_30.pkl,Water_Temperature_Setpoint
32,A,5d5519c2_2265_40e6_a0f2_d7798afd4083,trainAll_31.pkl,Active_Power_Sensor
33,A,fc994195_7ca4_460d_8051_baa113b32646,trainAll_32.pkl,Demand_Sensor
34,A,683260e2_5149_42db_a25c_67b06be42546,trainAll_33.pkl,Electrical_Power_Sensor
35,A,d49704e5_f4a2_49a3_a16f_83e7a7d486c1,trainAll_34.pkl,Damper_Position_Sensor
36,A,0d9029a1_7f53_4aa6_b602_1a2ebf595bf2,trainAll_35.pkl,Supply_Air_Temperature_Sensor
37,A,db033560_a8d0_4ed4_bb23_5106a2837f0f,trainAll_36.pkl,Duration_Sensor
38,A,dc37a50d_0368_4d97_bd7b_227ed8da8b6a,trainAll_37.pkl,System_Shutdown_Status
39,A,133eff1d_5a27_4b35_a650_02f01de721a9,trainAll_38.pkl,Electrical_Power_Sensor
40,A,768311b8_7c95_49b9_8d9f_b4576a34309d,trainAll_39.pkl,Outside_Air_Lockout_Temperature_Setpoint
41,A,94facfa9_e0f2_4ea9_a28a_cea97c8e1e49,trainAll_40.pkl,Temperature_Setpoint
42,A,5c4c6424_2741_4a1c_8430_f85013ecefe9,trainAll_41.pkl,Maintenance_Mode_Command
43,A,fe08c128_0ab6_4f5d_bbad_1cede0f6ee18,trainAll_42.pkl,Air_Flow_Sensor
44,A,81050324_fd94_4aca_a6e3_a71729e83d08,trainAll_43.pkl,Active_Power_Sensor
45,A,ce1dc455_ca10_4621_aa22_2a69a51da282,trainAll_44.pkl,Status
46,A,b5c68b0e_d3fb_447c_9c44_d8048014b674,trainAll_45.pkl,Voltage_Sensor
47,A,96f5f584_2a45_4a92_986a_d1ae89f678f4,trainAll_46.pkl,Zone_Air_Humidity_Sensor
48,A,b2781955_390a_487a_8bcf_97a87861be8f,trainAll_47.pkl,Air_Flow_Loss_Alarm
49,A,bd73d60e_05de_401d_b6a9_020b000501c6,trainAll_48.pkl,Valve_Position_Sensor
50,A,ed8b16fe_3a01_492c_bd4b_79b2ad126823,trainAll_49.pkl,Alarm
51,A,358a8967_4b4d_43ca_a58b_5389d606d460,trainAll_50.pkl,Air_Flow_Sensor
52,A,3ed8a297_df08_49e8_9664_38e2a6a214a7,trainAll_51.pkl,Speed_Setpoint
53,A,84de2e1c_1fc4_4042_a59a_a9cc645ecd0e,trainAll_52.pkl,Pressure_Alarm
54,A,7479b424_f34e_4b20_8040_ab29896fcc56,trainAll_53.pkl,Position_Sensor
55,A,6ddf4005_3678_4e8e_b2ba_216e92568bce,trainAll_54.pkl,Alarm
56,A,9ae1cf71_487d_49a1_9f57_7ed96b004d04,trainAll_55.pkl,Damper_Position_Setpoint
57,A,2f34be28_baf3_4cc2_a42f_a1fd7f90df2a,trainAll_56.pkl,Unit_Failure_Alarm
58,A,0c754152_4e85_4621_92a9_7857c605c169,trainAll_57.pkl,Status
59,A,3076982d_9be4_4c84_8510_09bd2c1eccee,trainAll_58.pkl,Electrical_Power_Sensor
60,A,90571be7_29c6_42cf_b409_214c05a17aac,trainAll_59.pkl,Reactive_Power_Sensor
61,A,5baa8f71_afd4_4303_a590_3eb6ee8bf379,trainAll_60.pkl,Speed_Setpoint
62,A,5a1a6cc7_0e25_49c5_8302_8d74a6a4415a,trainAll_61.pkl,Enable_Status
63,A,6173c0a9_1443_4055_a346_9e51a81872b5,trainAll_62.pkl,Fan_Status
64,A,d3bc867c_629d_4db8_bd55_327b50e8a3ae,trainAll_63.pkl,Air_Flow_Loss_Alarm
65,A,19847d63_9e10_4ab8_86ed_66caf5ca418c,trainAll_64.pkl,Mode_Command
66,A,8940e449_b92d_430f_bc6e_69c54d23d8ea,trainAll_65.pkl,Overload_Alarm
67,A,ba32e5a4_127d_4f26_8907_d7e4c692ca9e,trainAll_66.pkl,Active_Power_Sensor
68,A,3af1b14c_e39f_45ca_9e2a_18fdc14edaae,trainAll_67.pkl,Demand_Sensor
69,A,6748972e_2e9b_4c0e_a336_1d3ebb714714,trainAll_68.pkl,Alarm
70,A,af4256f6_15ee_4916_9d65_ad064a5cff24,trainAll_69.pkl,Air_Flow_Sensor
71,A,faadaee6_24aa_445c_b9b6_edd3b98ab1b2,trainAll_70.pkl,Voltage_Sensor
72,A,bbe37c26_54b6_4b3d_a6b1_87ddc2702c0d,trainAll_71.pkl,Demand_Sensor
73,A,656aa93e_00a6_4254_a1da_653051260c48,trainAll_72.pkl,Valve_Position_Sensor
74,A,380f8749_1860_44cf_b5ab_ec48c361ae5e,trainAll_73.pkl,Mode_Status
75,A,db159a0d_2dd1_4a59_9a61_bea5e8c07843,trainAll_74.pkl,Valve_Position_Sensor
76,A,aa2f5e1a_c664_4f22_8cbe_6774d62a8b28,trainAll_75.pkl,Active_Power_Sensor
77,A,e09cb065_efd6_49a5_85fb_bd6d1edc277e,trainAll_76.pkl,Valve_Position_Sensor
78,A,608cdb2f_00cf_474c_a540_655fad2fcb54,trainAll_77.pkl,Zone_Air_Temperature_Sensor
79,A,d0a949d3_1e43_474c_ae43_ffb872e8a4e5,trainAll_78.pkl,Room_Air_Temperature_Setpoint
80,A,01fddad8_c1db_4a5f_bf79_804ac46bb522,trainAll_79.pkl,Damper_Position_Setpoint
81,A,7e03bcd7_742d_4c10_b348_5d8927d889df,trainAll_80.pkl,Demand_Sensor
82,A,8a269a48_73c6_4d42_9c0c_6046c979231e,trainAll_81.pkl,Thermal_Power_Sensor
83,A,e0084d09_d4c1_497e_a175_6e39399b8821,trainAll_82.pkl,System_Shutdown_Status
84,A,817d29a9_4273_429c_ad18_2e4c5bf7c51a,trainAll_83.pkl,Off_Command
85,A,eb6b15ed_6b6d_4771_a887_c2c6bb81d94c,trainAll_84.pkl,Water_Temperature_Sensor
86,A,0209540a_7a4d_48f0_8069_6fda95c30f75,trainAll_85.pkl,Reactive_Power_Sensor
87,A,687bf19e_9f6a_447d_96c8_0586dd84e06b,FILE NOT SAVED: y is Point.,Point
88,A,f3263cc0_b0f2_4b6a_886f_63b83050a8be,trainAll_86.pkl,Mode_Command
89,A,fc665695_3e16_4480_805d_fe20b6663387,trainAll_87.pkl,System_Shutdown_Status
90,A,4a5c5456_f8b4_4e13_a647_35787664fdfd,FILE NOT SAVED: y is Point.,Point
91,A,ee7ba65b_cbfc_4570_9120_6b2a7e374f75,trainAll_88.pkl,Water_Flow_Sensor
92,A,08b20591_ff0f_44ac_932c_2604a6b76d57,trainAll_89.pkl,Min_Air_Temperature_Setpoint
93,A,34b60324_ba24_403d_99e6_00cf33084225,trainAll_90.pkl,Zone_Air_Temperature_Sensor
94,A,3cc59640_682e_4ca4_805d_9cd4ea23f083,trainAll_91.pkl,Cooling_Supply_Air_Temperature_Deadband_Setpoint
95,A,319f151d_ffa8_4894_9ff7_86015c6edfe7,trainAll_92.pkl,Voltage_Sensor
96,A,ae07f236_4d93_433c_bb44_d5ac169354fd,trainAll_93.pkl,Fan_Status
97,A,92cd7d83_f578_4884_9dc7_016609e93777,trainAll_94.pkl,Current_Sensor
98,A,5e035761_3e61_43b4_b0de_12f2d8562287,trainAll_95.pkl,Chilled_Water_Return_Temperature_Sensor
99,A,9b237d3a_4f66_4e43_91c2_166261d41d96,trainAll_96.pkl,Operating_Mode_Status
100,A,d148a2c9_c954_4cc8_ad36_cc3007cd39d8,trainAll_97.pkl,Active_Power_Sensor
101,A,e2a9cd74_e1d1_44da_8c2f_fbf83a786f4c,trainAll_98.pkl,Pressure_Alarm
102,A,8f24633b_d826_49f8_af53_3d0bc6b2644d,trainAll_99.pkl,System_Shutdown_Status
103,A,5696de06_220a_488c_a454_c8afb26138a1,trainAll_100.pkl,Electrical_Power_Sensor
104,A,3a297b07_b98c_4fbc_8e2d_07a8fccfea9d,trainAll_101.pkl,Reactive_Power_Sensor
105,A,0d0afa1a_6e1d_4b41_aa63_64b4a24b8df3,trainAll_102.pkl,Enable_Status
106,A,a497fb50_50f3_48eb_8d5e_4bdb221b438d,trainAll_103.pkl,Fan_Status
107,A,14f4e42c_0f43_432d_a86c_e5c9ac598cc7,trainAll_104.pkl,Valve_Position_Sensor
108,A,dfa167e0_6f4a_4715_9e7e_4c497a7a1b1d,trainAll_105.pkl,Mode_Status
109,A,642988eb_3e10_4162_9944_149c7a92980a,trainAll_106.pkl,Current_Sensor
110,A,802fd222_6e83_41b1_83ae_e22d2869ae72,trainAll_107.pkl,Electrical_Power_Sensor
111,A,ae6471a1_61e0_4a08_b576_2aa500109053,trainAll_108.pkl,Mode_Status
112,A,5a4b3f1e_c78e_466b_bdb0_557aa98f44dd,trainAll_109.pkl,Differential_Pressure_Setpoint
113,A,514c4b6d_c7ba_4880_af4d_0f19f411f746,trainAll_110.pkl,Thermal_Power_Sensor
114,A,777ebb9b_de9a_4684_87f0_c96f170fe394,trainAll_111.pkl,Air_Flow_Sensor
115,A,efaa0ad5_489a_4f17_9983_1f1c0e7ead46,trainAll_112.pkl,Supply_Air_Temperature_Sensor
116,A,1bc2b82f_5ef1_4c59_879c_f9dac9f2e7fe,trainAll_113.pkl,Fan_Status
117,A,2b4234e5_5154_42e7_9a16_27071f5b5e62,trainAll_114.pkl,Failure_Alarm
118,A,9bf484f0_aca6_4629_a560_5fb2cb6bd47a,trainAll_115.pkl,Communication_Loss_Alarm
119,A,16f3d8f6_0b89_49c2_ba50_6a9968ea41f0,trainAll_116.pkl,Maintenance_Mode_Command
120,A,4bb4eee3_8231_46c2_9b35_511ab7f719a0,trainAll_117.pkl,Air_Flow_Loss_Alarm
121,A,d4ecb102_f24a_4ea3_8b6c_cd121154575f,trainAll_118.pkl,Duration_Sensor
122,A,e4589761_6374_41df_81d5_285db89277d6,trainAll_119.pkl,Current_Sensor
123,A,c267557d_0e0f_44f3_8a71_1af39293d7d8,trainAll_120.pkl,Duration_Sensor
124,A,7afeedcb_5a40_4a90_b597_c52bd597fea2,trainAll_121.pkl,Electrical_Power_Sensor
125,A,16cb49b8_d6c2_487f_88d7_a9c10383fb79,trainAll_122.pkl,Electrical_Power_Sensor
126,A,cb604a99_9a3c_4b53_8fa7_288e80be6081,trainAll_123.pkl,Voltage_Sensor
127,A,2fb8e09c_24b0_410d_80d2_89f55f620589,trainAll_124.pkl,Failure_Alarm
128,A,a2b023bb_7626_4f53_b61a_623ce8e0544c,trainAll_125.pkl,Alarm
129,A,3ca355b5_7298_4b53_a3c5_0aad79ba33c3,trainAll_126.pkl,Reactive_Power_Sensor
130,A,d9630552_b6dd_458e_a19f_12e909dc891d,trainAll_127.pkl,Enable_Status
131,A,60a0f9dc_3781_4b3b_ba18_f2ee8d4d689d,trainAll_128.pkl,Demand_Sensor
132,A,00f3b765_e039_4468_84b0_28b02860efe8,trainAll_129.pkl,Proportional_Gain_Parameter
133,A,fb9fd3ed_a5a8_40a2_a11e_c3b458c44e57,trainAll_130.pkl,Air_Flow_Loss_Alarm
134,A,1c213c24_2d81_4f2d_903c_514dbc774eca,trainAll_131.pkl,Speed_Setpoint
135,A,dad9bf5c_97f6_438f_ae24_86ebb4c7033f,trainAll_132.pkl,Peak_Power_Demand_Sensor
136,A,1db1eb55_9d54_42cb_97ad_89667737ef0f,trainAll_133.pkl,Mode_Status
137,A,cd381c33_41e2_4e2a_8fb3_9066892f533b,trainAll_134.pkl,Air_Flow_Sensor
138,A,dc5cc82b_4315_4cce_9214_da8ddd379d4b,trainAll_135.pkl,Electrical_Power_Sensor
139,A,3cb183ee_8a51_44ed_8928_c50945794702,trainAll_136.pkl,Air_Flow_Setpoint
140,A,1a4c8ed5_ac85_4f56_8b6a_e7dc2f845949,trainAll_137.pkl,Demand_Sensor
141,A,3d31056c_dc32_4ea3_a638_678fea58d511,trainAll_138.pkl,Operating_Mode_Status
142,A,8c704a7a_9e06_4207_81cb_57a3ee817818,trainAll_139.pkl,Off_Command
143,A,da534fa1_a353_42cb_b6b2_97f5cbfd0754,trainAll_140.pkl,Demand_Sensor
144,A,5574a4d1_bd87_48ac_ad30_c9e229deeefc,trainAll_141.pkl,Operating_Mode_Status
145,A,eb2636a8_e332_4981_82ad_f0b0da9c4c77,trainAll_142.pkl,Air_Flow_Loss_Alarm
146,A,79db29b2_0ab2_4347_8d40_5be9ef276135,trainAll_143.pkl,Current_Sensor
147,A,8e505d56_2efa_4989_829f_329e3e2c7c2f,trainAll_144.pkl,Speed_Setpoint
148,A,90a62bb8_2e3a_4ebe_808d_ee582beb9a9d,trainAll_145.pkl,Room_Air_Temperature_Setpoint
149,A,2106492b_3b05_4d64_b2c5_3b3c7cc6e1ac,trainAll_146.pkl,Duration_Sensor
150,A,481ffc2f_b798_4b4f_a2e9_f694fe5220ee,trainAll_147.pkl,Peak_Power_Demand_Sensor
151,A,ca030f30_e16a_4412_b8f0_327775fa31ca,trainAll_148.pkl,Valve_Position_Sensor
152,A,58707ff7_854a_45ba_a71f_5c823601798d,trainAll_149.pkl,Proportional_Gain_Parameter
153,A,522694f4_7211_453d_b958_9f82c178e02c,trainAll_150.pkl,Communication_Loss_Alarm
154,A,2407963b_eb76_480f_942d_c5d42f4e2175,trainAll_151.pkl,On_Off_Status
155,A,77e89f7e_a8f3_4bf6_afe9_ba9dabd422ed,trainAll_152.pkl,Static_Pressure_Sensor
156,A,6a462819_3cf4_4757_8b79_cb53ba9cca2c,trainAll_153.pkl,Fan_On_Off_Status
157,A,90f44878_f679_4512_b91a_6899c6188ed2,trainAll_154.pkl,Valve_Position_Sensor
158,A,374f55cc_7b12_4515_8c00_9011b7373745,trainAll_155.pkl,Energy_Usage_Sensor
159,A,784e73b5_1a90_4f6b_a8b6_2b4cef0f5468,trainAll_156.pkl,Maintenance_Mode_Command
160,A,268af222_8ede_4b76_86ea_9e3b10bef6ea,trainAll_157.pkl,Status
161,A,3e6f92e8_3f2f_4504_b72e_ba4678545bac,trainAll_158.pkl,Speed_Setpoint
162,A,1fb3ae75_212f_41e8_a21e_a2a95fc16f1e,trainAll_159.pkl,Supply_Air_Temperature_Sensor
163,A,6c2921ad_e672_45a3_9e03_c124a4b75a69,trainAll_160.pkl,Proportional_Gain_Parameter
164,A,e296ce5d_7223_42d3_a84e_5110bfade7b2,trainAll_161.pkl,Voltage_Sensor
165,A,b4540bcc_e97d_46f8_a03c_3efaef1a89fa,trainAll_162.pkl,Room_Air_Temperature_Setpoint
166,A,48dd298f_60e7_4819_b160_df4f460d8fc2,trainAll_163.pkl,Zone_Air_Humidity_Sensor
167,A,0469b1b1_b2fa_4e5a_9d88_fd9ad4646e26,trainAll_164.pkl,Zone_Air_Humidity_Sensor
168,A,d9df8c84_4495_42bb_8f5c_bfabe069dcaa,trainAll_165.pkl,Electrical_Power_Sensor
169,A,8036e53f_db42_45ea_994b_7ec577f78410,trainAll_166.pkl,Unit_Failure_Alarm
170,A,ef09ed96_83ca_47db_be47_b4bdddc09728,trainAll_167.pkl,Alarm
171,A,9c0461aa_aed9_4041_b952_09ba79d9805e,trainAll_168.pkl,Zone_Air_Temperature_Sensor
172,A,9df2cb70_b199_45cc_aac7_30a6699f85f9,trainAll_169.pkl,Static_Pressure_Sensor
173,A,31ac53a2_3243_44f7_81bf_e6e4253aceff,trainAll_170.pkl,Time_Setpoint
174,A,b0a81141_5072_4356_9a6e_55db187c107a,trainAll_171.pkl,Mode_Command
175,A,baefbd98_a2b8_4ec6_9c7b_b451619a1c4a,trainAll_172.pkl,System_Shutdown_Status
176,A,9213969f_3383_4850_a35c_2c68ea0dfdf5,trainAll_173.pkl,Electrical_Power_Sensor
177,A,0a9aa5bf_b6f2_4763_9513_20959946bd3d,trainAll_174.pkl,Valve_Position_Sensor
178,A,96332f39_3dad_4d86_ac5e_479f88e56dc5,trainAll_175.pkl,Operating_Mode_Status
179,A,f231e897_0d49_4934_9d89_02a539839884,trainAll_176.pkl,Air_Flow_Loss_Alarm
180,A,b0c3b6f0_c63d_4460_9e2c_f2e359a012fa,trainAll_177.pkl,Hot_Water_Supply_Temperature_Sensor
181,A,0eb575ce_747c_4e2c_917f_77e97d2fd4d6,trainAll_178.pkl,Reactive_Power_Sensor
182,A,d4c07827_0cf4_4760_a9ab_2d0bd16a5770,trainAll_179.pkl,Mode_Status
183,A,6826440a_4c07_4e61_8186_221b8e403f1f,trainAll_180.pkl,Voltage_Sensor
184,A,9d201850_795f_4d22_b78c_63e19e13d96b,trainAll_181.pkl,Status
185,A,32e68c05_9d86_4d6c_9ba9_0673b9f97112,FILE NOT SAVED: y is Point.,Point
186,A,ca05c992_445c_4df1_b6b4_58c50e3da17e,trainAll_182.pkl,Active_Power_Sensor
187,A,e4c028b3_69fe_4646_9cc4_07688ab4f8ce,trainAll_183.pkl,Damper_Position_Sensor
188,A,7224b4ed_ef1c_43c1_8908_f41ddcca3386,trainAll_184.pkl,Electrical_Power_Sensor
189,A,b42dc551_1cf5_4b28_9802_dc4d344c2b02,trainAll_185.pkl,Zone_Air_Temperature_Sensor
190,A,7fa77230_1bed_464a_bfea_e45368af0381,trainAll_186.pkl,Reactive_Power_Sensor
191,A,af9f6149_a165_4242_be4d_52af50c70c0b,trainAll_187.pkl,Demand_Sensor
192,A,a950472b_b054_4673_9735_3ea0ec91de91,trainAll_188.pkl,Supply_Air_Temperature_Sensor
193,A,4e3d341d_732a_4684_bb34_f7a553ace55a,trainAll_189.pkl,Electrical_Power_Sensor
194,A,22839db3_fa1e_46e1_949d_b02d3d2416ed,trainAll_190.pkl,Demand_Sensor
195,A,50039104_04c1_41d1_8664_cec97183cfc2,trainAll_191.pkl,Current_Sensor
196,A,f81f3211_2769_4472_9221_db61610ea45d,trainAll_192.pkl,Electrical_Power_Sensor
197,A,7c60b1a2_3a92_44f2_a20b_042746e59be7,trainAll_193.pkl,Electrical_Power_Sensor
198,A,31639d07_e736_43f8_9483_fac1d61af999,trainAll_194.pkl,Fault_Status
199,A,aa422020_49c8_458f_bf30_bd7cc27e3304,trainAll_195.pkl,Unit_Failure_Alarm
200,A,507db0c9_1beb_4abe_90c0_e41d6a5d36f4,trainAll_196.pkl,Operating_Mode_Status
201,A,44391a83_f2e4_439d_bc17_f0104c6597fd,trainAll_197.pkl,Frequency_Sensor
202,A,795ff615_798a_4165_85d1_350f2fe7da64,trainAll_198.pkl,Thermal_Power_Sensor
203,A,a53eda4f_5d58_4885_94d8_27262ce373f2,trainAll_199.pkl,Zone_Air_Temperature_Sensor
204,A,9efcc4da_ec89_4ee0_8d59_9bf181047b3b,trainAll_200.pkl,Fault_Status
205,A,3092cbf5_0ea4_4a06_887c_e0ebcaf5a11d,trainAll_201.pkl,Maintenance_Mode_Command
206,A,5c1699ce_0f68_47b6_9b83_7313f4992dcf,trainAll_202.pkl,Failure_Alarm
207,A,78f27058_793e_4237_89f4_d124aad7b46a,trainAll_203.pkl,Current_Sensor
208,A,b7b8c13f_e534_4233_a5aa_220f06db012a,trainAll_204.pkl,Unit_Failure_Alarm
209,A,7bf987f1_ca0c_4bb4_bb73_710d15542b12,trainAll_205.pkl,Active_Power_Sensor
210,A,65f9f320_8c68_45bc_bb36_88c93b52c265,trainAll_206.pkl,Mode_Status
211,A,bb4abaa8_8c60_4e15_803f_d4320e9ab1cf,trainAll_207.pkl,Mode_Status
212,A,76d4fea4_e960_42bb_a711_fac77714da1a,trainAll_208.pkl,Max_Air_Temperature_Setpoint
213,A,20a5ece5_09d0_4724_b8c1_436514f8f6ba,trainAll_209.pkl,Air_Flow_Sensor
214,A,7ed0505d_6e0e_4526_90e5_f41e1e76eb23,trainAll_210.pkl,Speed_Setpoint
215,A,acf98928_9381_4b38_a3ca_41642524b1fe,trainAll_211.pkl,Duration_Sensor
216,A,dbb8639b_71ce_4b8c_9bf1_f7a7d4e9548f,trainAll_212.pkl,Enable_Status
217,A,73945ea8_4208_4416_9e0a_30cb287631d8,trainAll_213.pkl,Electrical_Power_Sensor
218,A,b678ec5b_ab2c_4807_92fc_d6e58368a940,trainAll_214.pkl,Electrical_Power_Sensor
219,A,f5b47f82_7501_4d3a_8200_cc259790ef30,trainAll_215.pkl,Mode_Status
220,A,cfc6f629_fc2a_4d18_a1c2_f6fc02bbe63f,trainAll_216.pkl,Duration_Sensor
221,A,673ccc74_c1be_4f8f_b1d8_7c50a947b4f8,trainAll_217.pkl,Frequency_Sensor
222,A,2c2fe680_5407_4271_9560_0155986bad89,trainAll_218.pkl,Duration_Sensor
223,A,e615f9d0_4215_418e_94ba_e40898cbab20,trainAll_219.pkl,Speed_Setpoint
224,A,4dd7c3aa_26a6_42af_99d0_70cb7cf41a4d,trainAll_220.pkl,Fault_Status
225,A,18898879_f2a4_4935_a6be_5bb129f4c9fe,trainAll_221.pkl,Electrical_Power_Sensor
226,A,3d11c767_7b8b_46f5_8556_5bf1353454c6,trainAll_222.pkl,Zone_Air_Dewpoint_Sensor
227,A,dcdd3924_edfc_4d82_8185_fa2c8e7220d2,trainAll_223.pkl,Demand_Sensor
228,A,2c36f588_7365_4bcf_ae3e_d8214c5ab8ab,trainAll_224.pkl,Demand_Sensor
229,A,8dcdc2c2_e437_46d9_bee6_2ddc1fa82639,trainAll_225.pkl,Duration_Sensor
230,A,8cd40bbb_9d0b_41d9_a144_c17e7eabe8ba,trainAll_226.pkl,Zone_Air_Temperature_Sensor
231,A,e661f203_1544_4459_8bfa_14cd55a0fc79,trainAll_227.pkl,Differential_Pressure_Setpoint
232,A,b43b68b6_39ae_47b7_bb8b_e0502545a9e4,trainAll_228.pkl,Active_Power_Sensor
233,A,e334edd0_2088_4fa6_aebd_7466719c3708,trainAll_229.pkl,Enable_Status
234,A,c10380d6_1285_4151_94e4_c6215672d1dd,trainAll_230.pkl,Alarm
235,A,5a01f6ea_8d06_48bf_bab6_36730f89fa46,trainAll_231.pkl,Energy_Usage_Sensor
236,A,0f2a638c_a887_48ec_b681_9c2c00567e42,trainAll_232.pkl,Fan_Status
237,A,932bdc59_b70b_4c3d_b50f_52e852fe3c48,trainAll_233.pkl,Room_Air_Temperature_Setpoint
238,A,85ea9dc4_be2e_43fb_bb08_1db6113c70e5,trainAll_234.pkl,Communication_Loss_Alarm
239,A,563282fe_196e_4abd_8041_2bfa9bd169a7,trainAll_235.pkl,Reactive_Power_Sensor
240,A,d9a20853_5580_4803_a9dc_064615dbf1b9,trainAll_236.pkl,Air_Flow_Loss_Alarm
241,A,4ac9341d_04e5_4f0b_aa52_19d50404a567,trainAll_237.pkl,Reactive_Power_Sensor
242,A,75f1a9ac_4597_4eb6_b223_edc08fccc4e6,trainAll_238.pkl,Air_Flow_Setpoint
243,A,3a96b6af_d503_4e85_9ffb_6f94751b4786,trainAll_239.pkl,Electrical_Power_Sensor
244,A,e17afa40_f88b_4016_be9d_6df9099505cb,trainAll_240.pkl,Operating_Mode_Status
245,A,d280dd72_e172_410f_88a8_2d6460c45140,trainAll_241.pkl,Electrical_Power_Sensor
246,A,40b5ab7e_1fbe_48ca_84a5_154b2c041455,trainAll_242.pkl,Differential_Supply_Return_Water_Temperature_Sensor
247,A,008ea6ff_f65c_4d52_a75b_07a0dca31ca2,trainAll_243.pkl,System_Status
248,A,5e64690a_c84c_4ea4_a28b_373bd7ba80c6,trainAll_244.pkl,Mode_Status
249,A,04fde131_b76a_434e_80a2_dfea064e9096,trainAll_245.pkl,Air_Flow_Sensor
250,A,1a4a0c46_6fea_495e_a21e_580a4dc39544,trainAll_246.pkl,Electrical_Power_Sensor
251,A,da2d05d3_bf1c_4244_9738_054415819f86,trainAll_247.pkl,Duration_Sensor
252,A,2376c790_352a_4407_b66d_136ffd61285f,trainAll_248.pkl,Reactive_Power_Sensor
253,A,5fbe64e2_e68d_4821_b60a_c0c8b094d699,trainAll_249.pkl,Status
254,A,96ac5bcf_aece_45c0_bffd_9e8d97267587,trainAll_250.pkl,Alarm
255,A,81ca8f0b_641b_49f4_84a6_142ca197d8fe,trainAll_251.pkl,Mode_Status
256,A,5fbc82f9_7ca5_4582_95dc_bf5c3d101eb3,trainAll_252.pkl,Operating_Mode_Status
257,A,0f25afe7_1798_4bb2_b764_2c520bed68d6,trainAll_253.pkl,Mode_Status
258,A,6614c3c8_c592_4418_a339_c50f5480829c,trainAll_254.pkl,On_Off_Status
259,A,9d5b9dd7_3018_47be_be55_7520047debc7,FILE NOT SAVED: y is Point.,Point
260,A,f2292e76_af20_412d_b9e9_9dda8a8d24d1,trainAll_255.pkl,Damper_Position_Sensor
