ID,StreamID,Type,Category,Unit,NestedRelations,RelationType.1,Entity.EntityID.1,Entity.EntityType.1,Entity.Category.1,Entity.Depth.1,RelationType.2,Entity.EntityID.2,Entity.EntityType.2,Entity.Category.2,Entity.Depth.2,RelationType.3,Entity.EntityID.3,Entity.EntityType.3,Entity.Category.3,Entity.Depth.3,RelationType.4,Entity.EntityID.4,Entity.EntityType.4,Entity.Category.4,Entity.Depth.4,RelationType.5,Entity.EntityID.5,Entity.EntityType.5,Entity.Category.5,Entity.Depth.5,hasStream,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.68518b4e_7c35_4f7e_8c1f_6eb8cbf6c6d4,d3311603_7101_455f_9692_1d4d08ddc3ea,Mode_Status,Point,,{'RelatedEntities': []},,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.7df66e65_e069_4e53_ab70_776b869e7450,4c2158af_f3a1_4a39_af94_efae7e63597f,Fault_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '1f182f96_a9a9_4f89_adfc_e8c11498e926', 'EntityType': 'Boiler', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': 'd02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c', 'EntityType': 'Service_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': 'e8e7705d_b87a_4bf3_b454_202ca27ea7ad', 'EntityType': 'Basement', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,1f182f96_a9a9_4f89_adfc_e8c11498e926,Boiler,Equipment,2,hasLocation,d02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c,Service_Room,Location,3,isPartOf,e8e7705d_b87a_4bf3_b454_202ca27ea7ad,Basement,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.a178dace_cf4a_4160_8dfa_f30ecf806b87,e16e016d_e13f_4077_a1f8_703c4a19d5a7,Heating_Command,Point,,{'RelatedEntities': []},,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.b6505e76_94b4_433a_beaf_6017544b4592,26474aac_3036_42e8_860a_25bd407c888b,System_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '7105ff0d_6772_4429_b7de_2ea15e1afd1c', 'EntityType': 'Hot_Water_Pump', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,7105ff0d_6772_4429_b7de_2ea15e1afd1c,Hot_Water_Pump,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.ba309bf0_0849_44bb_9aaf_494a8aba4735,608b74f5_9fed_4464_91d6_1ff857da60da,Heating_Command,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '3abdac1c_4717_445e_8248_0143c701015a', 'EntityType': 'Air_Handler_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': []}}]}}]}",isPointOf,3abdac1c_4717_445e_8248_0143c701015a,Air_Handler_Unit,Equipment,2,hasLocation,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,3,,,,,,,,,,,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.be157eec_28b6_451c_8003_826158c95f3a,28da5ba1_1a2d_4594_9da4_bc916c19f360,Enable_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '1f182f96_a9a9_4f89_adfc_e8c11498e926', 'EntityType': 'Boiler', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': 'd02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c', 'EntityType': 'Service_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': 'e8e7705d_b87a_4bf3_b454_202ca27ea7ad', 'EntityType': 'Basement', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,1f182f96_a9a9_4f89_adfc_e8c11498e926,Boiler,Equipment,2,hasLocation,d02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c,Service_Room,Location,3,isPartOf,e8e7705d_b87a_4bf3_b454_202ca27ea7ad,Basement,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.c0d87097_2e40_4595_af3b_76306abf5f05,c8dcc38e_a9ae_4a44_85c1_dbc27f5ba559,Enable_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '7105ff0d_6772_4429_b7de_2ea15e1afd1c', 'EntityType': 'Hot_Water_Pump', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,7105ff0d_6772_4429_b7de_2ea15e1afd1c,Hot_Water_Pump,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.c1a9a09c_434d_491b_836d_f3eec5671dbc,b3c66a26_6ff1_4a6d_a82e_de299215db78,Stages_Status,Point,,{'RelatedEntities': []},,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.c426826a_4671_43fa_a7c9_059a1be86541,4af1813e_7d65_43f7_8c7f_69b8fb4d7440,System_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '1f182f96_a9a9_4f89_adfc_e8c11498e926', 'EntityType': 'Boiler', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': 'd02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c', 'EntityType': 'Service_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': 'e8e7705d_b87a_4bf3_b454_202ca27ea7ad', 'EntityType': 'Basement', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,1f182f96_a9a9_4f89_adfc_e8c11498e926,Boiler,Equipment,2,hasLocation,d02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c,Service_Room,Location,3,isPartOf,e8e7705d_b87a_4bf3_b454_202ca27ea7ad,Basement,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,FALSE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.c5544a98_fb48_414e_b3ba_c5ee0d8aeda4,a93bff62_2589_4701_9a3f_03082706f111,System_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '1f182f96_a9a9_4f89_adfc_e8c11498e926', 'EntityType': 'Boiler', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': 'd02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c', 'EntityType': 'Service_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': 'e8e7705d_b87a_4bf3_b454_202ca27ea7ad', 'EntityType': 'Basement', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,1f182f96_a9a9_4f89_adfc_e8c11498e926,Boiler,Equipment,2,hasLocation,d02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.0150c610_728a_4f05_a81d_9e86c17ccc8c,Service_Room,Location,3,isPartOf,e8e7705d_b87a_4bf3_b454_202ca27ea7ad,Basement,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.d7da115a_2c98_46f0_8ed0_070c844c2c3f,28611c31_e1f3_4626_a32e_486887c704a0,Differential_Pressure_Sensor,Sensor,,{'RelatedEntities': []},,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
08ff7ae0_acef_4f4d_8328_2de484a6d5e1.f31b26ab_52c0_4781_a1dc_34c5096c825b,f380c64a_3437_4012_b9ff_03358a2144f0,Discharge_Water_Temperature_Sensor,Sensor,,{'RelatedEntities': []},,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.092ca3e0_181a_4850_a7e1_51357b61966c,fa8f1a22_6c53_4141_a181_91c6dc0e344d,Position_Sensor,Sensor,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '00f36e5b_de4d_4cff_a935_44a44574b285', 'EntityType': 'Cooling_Valve', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 6, 'RelatedEntities': []}}]}}]}}]}}]}}]}",isPointOf,00f36e5b_de4d_4cff_a935_44a44574b285,Cooling_Valve,Equipment,2,isPartOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,3,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,4,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,5,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.172a91e5_48d2_4fbc_8c13_c637940b5dd8,bc56632b_7fec_4de5_a4a7_d202851b8c25,Mode_Command,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,2,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,3,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,FALSE,
124295e4_f6a9_4904_baa2_6bb2752d0059.22726d96_34bc_4849_92a7_824ffabd4d72,2964fb41_5e2b_4a60_a250_4a28d05dbfad,System_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,2,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,3,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.2a4ae9ff_2595_4614_894f_cb7e39bf36a7,67da0763_fcd4_4e68_85dd_3e3deac4f2ac,Room_Air_Temperature_Setpoint,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,2,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,3,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.32c2ab64_a7da_4f4e_951f_64ee2fcc7e1b,3579ef08_6cda_483a_8b7e_cb2e471de630,Air_Temperature_Sensor,Sensor,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,2,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,3,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.32fa613f_5abb_484a_8236_bd2a811dce27,3ebacdfd_bd8a_44da_9241_f192615018c7,Air_Temperature_Sensor,Sensor,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': []}}]}}]}}]}",isPointOf,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,2,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,3,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,4,,,,,,,,,,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.3f1c3fd9_7770_4d52_90b2_920b826acf79,0c61b304_729f_4175_a440_c3b7dcdf76da,Enable_Status,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,2,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,3,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.5b44eda8_b48d_4288_9730_fb6c670fd0cb,2bc454c3_a32b_40b6_a272_56fb161e8a24,Heating_Temperature_Setpoint,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,2,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,3,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
124295e4_f6a9_4904_baa2_6bb2752d0059.859193de_a4f3_4707_879c_b8a8188c5f5b.04fa8942_55b0_41fb_9cfc_66d087d70245,5f139913_01eb_4da2_8d6b_d79f7162156f,System_Enable_Command,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '124295e4_f6a9_4904_baa2_6bb2752d0059', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': '3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '6e0854f9_3888_4867_9176_0693de75f841', 'EntityType': 'Floor', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,124295e4_f6a9_4904_baa2_6bb2752d0059,Fan_Coil_Unit,Equipment,2,hasLocation,3b373634_2461_4b61_8bcb_068c12b7e1a8.cbd54644_e644_4743_a015_7b53af377a11,Conference_Room,Location,3,isPartOf,6e0854f9_3888_4867_9176_0693de75f841,Floor,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
